sourceExcelRow,ID,identityKey,subject,batch,school,schoolGroupCode,majorCode,majorName,plan26,score25,rank25,score24,rank24,score23,rank23,sourceRule
148,7914,011405+29,物理,提前本科批,陆军兵种大学,011405,29,无人系统指挥与控制(炮兵保障分队指挥军官)(只招女生)(体检标准:通用标准合格),1,,,,,,,same-row only
149,7916,011406+30,物理,提前本科批,陆军兵种大学,011406,30,机械工程(炮兵分队指挥军官)(只招男生)(体检标准:通用标准合格),3,602,32191,590,38211,592,37932,same-row only
150,7917,011406+31,物理,提前本科批,陆军兵种大学,011406,31,电气工程及其自动化(远程火箭炮分队指挥军官)(只招男生)(体检标准:通用标准合格),2,606,28842,596,33188,594,36407,same-row only
151,7918,011406+32,物理,提前本科批,陆军兵种大学,011406,32,通信工程(炮兵保障分队指挥军官)(只招男生)(体检标准:通用标准合格),2,607,27966,,,,,same-row only
152,7919,011406+33,物理,提前本科批,陆军兵种大学,011406,33,计算机科学与技术(防空导弹分队指挥军官)(只招男生)(体检标准:通用标准合格),2,604,30493,599,30769,598,33367,same-row only
153,7920,011406+34,物理,提前本科批,陆军兵种大学,011406,34,计算机科学与技术(炮兵分队指挥军官)(只招男生)(体检标准:通用标准合格),3,602,32191,591,37358,594,36407,same-row only
154,7921,011406+35,物理,提前本科批,陆军兵种大学,011406,35,武器系统与工程(空降兵炮兵分队指挥军官)(只招男生)(体检标准:通用标准合格),2,602,32191,589,39110,591,38768,same-row only
155,7922,011406+36,物理,提前本科批,陆军兵种大学,011406,36,武器系统与工程(海军陆战队炮兵分队指挥军官)(只招男生)(体检标准:通用标准合格),3,604,30493,,,,,same-row only
156,7923,011406+37,物理,提前本科批,陆军兵种大学,011406,37,武器系统与工程(弹炮结合分队指挥军官)(只招男生)(体检标准:通用标准合格),1,600,33986,590,38211,591,38768,same-row only
157,7924,011406+38,物理,提前本科批,陆军兵种大学,011406,38,弹药工程与爆炸技术(防空导弹分队指挥军官)(只招男生)(体检标准:通用标准合格),2,603,31363,589,39110,589,40322,same-row only
158,7925,011406+39,物理,提前本科批,陆军兵种大学,011406,39,弹药工程与爆炸技术(炮兵分队指挥军官)(只招男生)(体检标准:通用标准合格),2,601,33070,588,39950,589,40322,same-row only
159,7927,011407+40,物理,提前本科批,陆军兵种大学,011407,40,车辆工程(坦克装甲突击分队指挥军官)(只招男生)(体检标准:装甲岗位合格),2,603,31363,,,,,same-row only
160,7928,011407+41,物理,提前本科批,陆军兵种大学,011407,41,材料科学与工程(海军陆战队装甲步兵分队指挥军官)(只招男生)(体检标准:装甲岗位合格),1,601,33070,,,,,same-row only
161,7929,011407+42,物理,提前本科批,陆军兵种大学,011407,42,材料科学与工程(坦克装甲突击分队指挥军官)(只招男生)(体检标准:装甲岗位合格),1,,,594,34820,,,same-row only
162,7930,011407+43,物理,提前本科批,陆军兵种大学,011407,43,电气工程与智能控制(装甲步兵分队指挥警官)(只招男生)(体检标准:装甲岗位合格),2,598,35804,,,,,same-row only
163,7931,011407+44,物理,提前本科批,陆军兵种大学,011407,44,通信工程(坦克装甲突击分队指挥军官)(只招男生)(体检标准:装甲岗位合格),1,599,34889,594,34820,597,34107,same-row only
164,7932,011407+45,物理,提前本科批,陆军兵种大学,011407,45,光电信息科学与工程(装甲侦察分队指挥军官)(只招男生)(体检标准:装甲岗位合格),1,605,29639,,,593,37179,same-row only
165,7933,011407+46,物理,提前本科批,陆军兵种大学,011407,46,武器系统与工程(装甲步兵分队指挥军官)(只招男生)(体检标准:装甲岗位合格),1,598,35804,,,,,same-row only
166,7936,012001+01,物理,提前本科批,陆军防化学院,012001,01,作战指挥(防化分队指挥军官)(只招男生)(体检标准:防化岗位合格),10,597,36725,585,42594,,,same-row only
167,7937,012001+02,物理,提前本科批,陆军防化学院,012001,02,化学防护与安全(化学防护分队指挥与技术军官)(只招男生)(体检标准:防化岗位合格),3,,,,,,,same-row only
168,7939,012002+03,物理,提前本科批,陆军防化学院,012002,03,辐射防护与核安全(核防护分队指挥与技术军官)(只招女生)(体检标准:防化岗位合格),1,612,23948,,,,,same-row only
169,7942,012101+01,物理,提前本科批,联勤保障部队工程大学,012101,01,作战指挥(汽车运输分队指挥军官)(只招男生)(体检标准:通用标准合格),1,,,596,33188,591,38768,same-row only
170,7943,012101+02,物理,提前本科批,联勤保障部队工程大学,012101,02,军需勤务(军需保障初级指挥军官)(只招男生)(体检标准:通用标准合格),1,608,27151,,,,,same-row only
171,7944,012101+03,物理,提前本科批,联勤保障部队工程大学,012101,03,军事运输投送(运输投送指挥调度初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),2,607,27966,,,,,same-row only
172,7945,012101+04,物理,提前本科批,联勤保障部队工程大学,012101,04,装备保障(后勤装备管理保障初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),2,,,,,,,same-row only
173,7946,012101+05,物理,提前本科批,联勤保障部队工程大学,012101,05,无人装备工程(无人运输投送装备保障初级技术军官)(只招男生)(体检标准:通用标准合格),1,,,598,31528,,,same-row only
174,7947,012101+06,物理,提前本科批,联勤保障部队工程大学,012101,06,财务管理(军队财务初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),4,612,23948,601,29207,,,same-row only
175,7948,012101+07,物理,提前本科批,联勤保障部队工程大学,012101,07,审计学(军事审计初级技术军官)(只招男生)(体检标准:通用标准合格),2,625,15100,,,,,same-row only
176,7950,012102+08,物理,提前本科批,联勤保障部队工程大学,012102,08,无人装备工程(无人运输投送装备保障初级技术军官)(只招女生)(体检标准:通用标准合格),1,,,,,,,same-row only
177,7951,012102+09,物理,提前本科批,联勤保障部队工程大学,012102,09,财务管理(军队财务初级指挥与技术军官)(只招女生)(体检标准:通用标准合格),1,629,12830,,,,,same-row only
178,7953,012103+10,物理,提前本科批,联勤保障部队工程大学,012103,10,车辆工程(汽车运输分队指挥军官)(只招男生)(体检标准:通用标准合格),4,607,27966,594,34820,592,37932,same-row only
179,7954,012103+11,物理,提前本科批,联勤保障部队工程大学,012103,11,车辆工程(通用车辆装备保障初级技术军官)(只招男生)(体检标准:通用标准合格),1,610,25516,598,31528,,,same-row only
180,7955,012103+12,物理,提前本科批,联勤保障部队工程大学,012103,12,电气工程及其自动化(军事设施发电供电保障初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),1,617,20350,,,,,same-row only
181,7956,012103+13,物理,提前本科批,联勤保障部队工程大学,012103,13,智能运输工程(无人运输投送分队指挥军官)(只招男生)(体检标准:通用标准合格),1,611,24770,,,,,same-row only
182,7958,012104+14,物理,提前本科批,联勤保障部队工程大学,012104,14,化学(能源监督和技术保障初级指挥与技术军官)(只招男生)(体检标准:油料岗位合格),1,610,25516,,,,,same-row only
183,7959,012104+15,物理,提前本科批,联勤保障部队工程大学,012104,15,新能源科学与工程(军事新能源保障初级指挥与技术军官)(只招男生)(体检标准:油料岗位合格),1,608,27151,,,,,same-row only
184,7960,012104+16,物理,提前本科批,联勤保障部队工程大学,012104,16,军事能源工程(油料保障初级指挥与技术军官)(只招男生)(体检标准:油料岗位合格),2,607,27966,,,,,same-row only
185,7962,012105+17,物理,提前本科批,联勤保障部队工程大学,012105,17,军事能源工程(油料保障初级指挥与技术军官)(只招女生)(体检标准:油料岗位合格),1,,,,,,,same-row only
186,7965,013101+01,物理,提前本科批,海军军医大学,013101,01,公共事业管理(医疗卫勤分队指挥军官)(只招男生)(体检标准:医疗卫生岗位合格),1,619,19005,621,16228,617,20292,same-row only
187,7967,013102+02,物理,提前本科批,海军军医大学,013102,02,基础医学(基础医学高级技术军官)(八年制)(只招男生)(体检标准:医疗卫生岗位合格),1,645,5634,,,,,same-row only
188,7968,013102+03,物理,提前本科批,海军军医大学,013102,03,临床医学(高级临床医师)(八年制)(只招男生)(体检标准:医疗卫生岗位合格),1,648,4676,654,3477,647,5894,same-row only
189,7969,013102+04,物理,提前本科批,海军军医大学,013102,04,临床医学(临床通科医师)(只招男生)(体检标准:医疗卫生岗位合格),15,615,21736,620,16768,625,15652,same-row only
190,7970,013102+05,物理,提前本科批,海军军医大学,013102,05,临床医学(临床医师(“5+3”一体化)(只招男生)(体检标准:医疗卫生岗位合格),4,,,,,,,same-row only
191,7971,013102+06,物理,提前本科批,海军军医大学,013102,06,麻醉学(临床麻醉医师)(只招男生)(体检标准:医疗卫生岗位合格),1,629,12830,633,10323,,,same-row only
192,7972,013102+07,物理,提前本科批,海军军医大学,013102,07,精神医学(精神医师)(只招男生)(体检标准:医疗卫生岗位合格),1,624,15714,619,17343,623,16748,same-row only
193,7973,013102+08,物理,提前本科批,海军军医大学,013102,08,预防医学(公共卫生医师)(只招男生)(体检标准:医疗卫生岗位合格),1,615,21736,619,17343,,,same-row only
194,7975,013103+09,物理,提前本科批,海军军医大学,013103,09,临床医学(高级临床医师)(八年制)(只招女生)(体检标准:医疗卫生岗位合格),1,655,2848,652,3988,651,4643,same-row only
195,7976,013103+10,物理,提前本科批,海军军医大学,013103,10,临床医学(临床医师(“5+3”一体化))(只招女生)(体检标准:医疗卫生岗位合格),1,,,,,,,same-row only
196,7977,013103+11,物理,提前本科批,海军军医大学,013103,11,临床医学(临床通科医师)(只招女生)(体检标准:医疗卫生岗位合格),2,643,6363,644,6276,645,6590,same-row only
197,7978,013103+12,物理,提前本科批,海军军医大学,013103,12,医学影像学(临床影像医师)(只招女生)(体检标准:医疗卫生岗位合格),1,,,,,,,same-row only
198,7979,013103+13,物理,提前本科批,海军军医大学,013103,13,护理学(护师)(只招女生)(体检标准:医疗卫生岗位合格),3,,,,,,,same-row only
199,9652,013104+14,物理,本科批,海军军医大学,013104,14,"临床医学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",14,611,24770,628,12578,632,12050,same-row only
200,9653,013104+15,物理,本科批,海军军医大学,013104,15,"麻醉学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",3,611,24770,628,12578,632,12050,same-row only
201,9654,013104+16,物理,本科批,海军军医大学,013104,16,"医学影像学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",2,613,23215,609,23502,635,10612,same-row only
202,9655,013104+17,物理,本科批,海军军医大学,013104,17,"中医学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",1,612,23948,626,13551,623,16748,same-row only
203,9657,013105+18,物理,本科批,海军军医大学,013105,18,"中药学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",2,607,27966,607,24905,610,24841,same-row only
