身份键(院校专业组代码+专业代码),科类,批次,院校,专业组,专业代码,专业全称,25最低分,25最低位次,Excel行号
110829+A2,物理,普通批,南京师范大学,南京师范大学29,A2,光电信息科学与工程,620,18320,1301
110829+A3,物理,普通批,南京师范大学,南京师范大学29,A3,自动化,620,18320,1302
110829+A4,物理,普通批,南京师范大学,南京师范大学29,A4,计算机科学与技术,623,16380,1303
110829+A5,物理,普通批,南京师范大学,南京师范大学29,A5,人工智能,620,18320,1304
110829+A6,物理,普通批,南京师范大学,南京师范大学29,A6,电子信息工程,620,18320,1305
110830+A7,物理,普通批,南京师范大学,南京师范大学30,A7,数学与应用数学(未来教师计划)(师范),627,13916,1306
110830+A8,物理,普通批,南京师范大学,南京师范大学30,A8,物理学(未来教师计划)(师范),642,6733,1307
110830+A9,物理,普通批,南京师范大学,南京师范大学30,A9,"化学(未来教师计划)(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)",,,1308
110830+B0,物理,普通批,南京师范大学,南京师范大学30,B0,"生物科学(未来教师计划)(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)",604,30493,1309
110831+B1,物理,普通批,南京师范大学,南京师范大学31,B1,数学与应用数学(师范),616,21044,1310
110831+B2,物理,普通批,南京师范大学,南京师范大学31,B2,数学类(数学与应用数学(创新实验班)、信息与计算科学),616,21044,1311
110831+B3,物理,普通批,南京师范大学,南京师范大学31,B3,统计学,615,21736,1312
110831+B4,物理,普通批,南京师范大学,南京师范大学31,B4,物理学(师范),613,23215,1313
110831+B5,物理,普通批,南京师范大学,南京师范大学31,B5,物理学,,,1314
110831+B6,物理,普通批,南京师范大学,南京师范大学31,B6,"化学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)",605,29639,1315
110831+B7,物理,普通批,南京师范大学,南京师范大学31,B7,"化学(报考该专业有色觉要求,具体请查阅院校招生章程)",,,1316
110831+B8,物理,普通批,南京师范大学,南京师范大学31,B8,"生物科学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)",604,30493,1317
110831+B9,物理,普通批,南京师范大学,南京师范大学31,B9,"生物科学类(生物科学(国家理科基地班)、生态学、生物技术)(报考该专业看色觉要求,具体请查阅院校招生章程)",604,30493,1318
110832+C0,物理,普通批,南京师范大学,南京师范大学32,C0,"计算机科学与技术(与澳大利亚麦考瑞大学合作办学,四年均在南京师范大学学习)(中外合作办学)",594,39621,1319
110832+C1,物理,普通批,南京师范大学,南京师范大学32,C1,"环境科学(与澳大利亚麦考瑞大学合作办学,四年均在南京师范大学学习)(中外合作办学)",590,43571,1320
110833+C2,物理,普通批,南京师范大学,南京师范大学33,C2,"电气工程及其自动化(第四学年赴英国诺森比亚大学学习,学费按照英方标准收取)(中外合作办学)",604,30493,1321
110834+C3,物理,普通批,南京师范大学,南京师范大学34,C3,"计算机科学与技术(中澳学分互认联合培养项目)(第三、四学年赴澳大利亚昆士兰大学学习,学费按澳方标准收取)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中澳大学制订的联合培养方案赴澳学习攻读学位,学生第、二学年在中国学习,第三、四学年在澳大利亚学习。项目学生中方学费同其他普通学生,赴澳交流学习费用另行收取,本项目不接收无出国意愿的考生)(高校中外学分互认联合培养项目)",601,33070,1322
110835+C4,物理,普通批,南京师范大学,南京师范大学35,C4,"海洋资源与环境(中澳学分互认联合培养项目)(第三、四学年赴澳大利亚昆士兰大学学习,学费按澳方标准收取)(以下为江苏高校中外学分互认联合培养项目,项目学生必须按中澳大学制订的联合培养方案赴澳学习攻读学位,学生第一、二学年在中国学习,第三、四学年在澳大利亚学习。项目学生中方学费同其他普通学生,赴澳交流学习费用另行收取,本项目不接收无出国意愿的考生)(高校中外学分互认联合培养项目)",565,72123,1323
110836+C5,物理,普通批,南京师范大学,南京师范大学36,C5,"地理科学(未来教师计划)(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)",614,22496,1324
110836+C6,物理,普通批,南京师范大学,南京师范大学36,C6,地理科学类(地理科学(创新实验班)、自然地理与资源环境、人文地理与城乡规划),614,22496,1325
110836+C7,物理,普通批,南京师范大学,南京师范大学36,C7,地理信息科学,614,22496,1326
110901+01,历史,普通批,中国药科大学,中国药科大学01,01,经济管理试验班(医药方向)(工商管理、健康服务与管理、医疗产品管理),593,7288,1327
110901+02,历史,普通批,中国药科大学,中国药科大学01,02,英语(医药方向)(只招英语考生),591,7819,1328
110902+03,物理,提前批,中国药科大学,中国药科大学02,03,"中药学类(中药学、中药资源与开发、中药制药)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业考生投档成绩须达到特殊类型招生控制线上30分(含))(高校专项计划)",,,1329
110902+04,物理,提前批,中国药科大学,中国药科大学02,04,"生物技术(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业考生投档成绩须达到特殊类型招生控制线上30分(含))(高校专项计划)",,,1330
110902+05,物理,提前批,中国药科大学,中国药科大学02,05,"海洋药学(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业考生投档成绩须达到特殊类型招生控制线上30分(含))(高校专项计划)",,,1331
110902+06,物理,提前批,中国药科大学,中国药科大学02,06,"化工与制药类(制药工程、食品营养与健康、环境科学)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业考生投档成绩须达到特殊类型招生控制线上30分(含))(高校专项计划)",,,1332
110902+07,物理,提前批,中国药科大学,中国药科大学02,07,药事管理(以下专业考生投档成绩须达到特殊类型招生控制线上30分(含))(高校专项计划),,,1333
110903+08,物理,普通批,中国药科大学,中国药科大学03,08,"药学(拔尖创新班)(报考该专业有色觉要求,具体请查阅院校招生章程)",638,8363,1334
110903+09,物理,普通批,中国药科大学,中国药科大学03,09,"药学类(药学、药物制剂、药物分析、药物化学)(报考该专业有色觉要求,具体请查阅院校招生章程)",621,17707,1335
