"学校","专业组","专业代码","专业名称","专业类","梯队","桶","严格提示类型"
"安徽工业大学","安徽工业大学03","23","金属材料工程(秀山校区)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","材料类","3","三梯队行业方向","材料"
"安徽工业大学","安徽工业大学03","24","能源与动力工程(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","能源动力类","3","三梯队行业方向","能动"
"安徽工业大学","安徽工业大学03","25","氢能科学与工程(秀山校区)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","能源动力类","3","三梯队行业方向","能动"
"安徽工业大学","安徽工业大学03","30","土木工程(秀山校区)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"安徽工业大学","安徽工业大学03","32","无机非金属材料工程(秀山校区)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","材料类","3","三梯队行业方向","材料"
"安徽工业大学","安徽工业大学03","34","应用化学(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","化学类","4","低热度远缘方向","理学基础"
"安徽工业大学","安徽工业大学03","36","智能建造(秀山校区)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"安徽工业大学","安徽工业大学03","38","新能源材料与器件(秀山校区)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","材料类","3","三梯队行业方向","材料"
"安徽工业大学","安徽工业大学03","39","储能科学与工程(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程,以下专业除注明外在佳山校区学习)","能源动力类","3","三梯队行业方向","能动"
"淮南师范学院","淮南师范学院04","12","新能源材料与器件(以下专业在泉山校区学习)","材料类","3","三梯队行业方向","材料"
"淮南师范学院","淮南师范学院04","19","数学与应用数学(师范)(以下专业在泉山校区学习)","数学类","2","数学/物理","理学基础"
"淮南师范学院","淮南师范学院04","20","物理学(师范)(以下专业在泉山校区学习)","物理学类","2","数学/物理","理学基础"
"淮南师范学院","淮南师范学院04","21","化学(师范)(以下专业在泉山校区学习)","化学类","4","低热度远缘方向","理学基础"
"淮南师范学院","淮南师范学院04","22","生物科学(师范)(以下专业在泉山校区学习)","生物科学类","4","低热度远缘方向","理学基础"
"巢湖学院","巢湖学院03","07","化学工程与工艺","化工与制药类","3","三梯队行业方向","理学基础"
"巢湖学院","巢湖学院03","09","生物工程","生物工程类","4","低热度远缘方向","低热度远缘"
"合肥工业大学(宣城校区)","合肥工业大学(宣城校区)04","09","新能源材料与器件","材料类","3","三梯队行业方向","材料"
"福州大学","福州大学04","11","智能建造(以下专业第一学年在福州市铜盘校区学习,第二学年起在福州市旗山校区学习)","土木类","4","低热度远缘方向","低热度远缘"
"福州大学","福州大学04","14","可持续能源(以下专业第一学年在福州市铜盘校区学习,第二学年起在福州市旗山校区学习)","能源动力类","3","三梯队行业方向","能动"
"福建理工大学","福建理工大学03","05","高分子材料与工程(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在鼓山校区学习)","材料类","3","三梯队行业方向","材料"
"福建理工大学","福建理工大学03","07","信息与计算科学(以下专业在鼓山校区学习)","数学类","2","数学/物理","理学基础"
"福建理工大学","福建理工大学03","09","海洋机器人(以下专业在鼓山校区学习)","海洋工程类","3","三梯队行业方向","三梯队"
"福建理工大学","福建理工大学03","10","智慧海洋技术(以下专业在鼓山校区学习)","海洋工程类","3","三梯队行业方向","三梯队"
"龙岩学院","龙岩学院02","02","数学与应用数学(师范)","数学类","2","数学/物理","理学基础"
"龙岩学院","龙岩学院02","04","应用化学(报考该专业有色觉要求,具体请查阅院校招生章程)","化学类","4","低热度远缘方向","理学基础"
"三明学院","三明学院02","07","材料化学(报考该专业有色觉要求,具体请查阅院校招生章程)","材料类","3","三梯队行业方向","材料"
"三明学院","三明学院02","08","环境工程(报考该专业有色觉要求,具体请查阅院校招生章程)","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"三明学院","三明学院02","09","资源环境科学","环境科学与工程类","4","低热度远缘方向","低热度远缘"
"厦门大学","厦门大学07","24","物理学类(物理学、天文学)(分流时本专业类内专业任选。入校后可选拔进入萨本栋物理学国家级拔尖学生培养基地、天文学拔尖学生培养基地)(思明校区)(以下专业除注明外在翔安校区学习)","物理学类","2","数学/物理","理学基础"
"厦门大学","厦门大学07","25","工科试验班(化工与材料类)(化学工程与工艺、材料科学与工程)(分流时本专业类内专业任选)(思明校区)(以下专业除注明外在翔安校区学习)","工科试验班类","3","三梯队行业方向","材料"
"厦门大学","厦门大学07","26","能源动力类(新能源科学与工程、储能科学与工程)(分流时本专业类内专业任选)(以下专业除注明外在翔安校区学习)","能源动力类","3","三梯队行业方向","能动"
"厦门大学","厦门大学07","29","工科试验班(智慧建造与智能结构,含双学士学位项目选拔)(入校后可选拔进入土木工程+法学双学士学位项目)(思明校区)(以下专业除注明外在翔安校区学习)","工科试验班类","4","低热度远缘方向","低热度远缘"
"厦门大学","厦门大学08","33","化学类(化学、能源化学、化学生物学、化学测量学与技术)(分流时本专业类内专业任选。入校后可选拔进入化学国家级拔尖学生培养基地)(以下专业除注明外在思明校区学习)","化学类","4","低热度远缘方向","理学基础"
"厦门大学","厦门大学08","34","理科试验班(海洋与生态环境类)(海洋科学、海洋技术、环境科学、生态学)(分流时本专业类内专业任选。入校后可选拔进入海洋科学国家级拔尖学生培养基地)(翔安校区)(以下专业除注明外在思明校区学习)","理科试验班类","4","低热度远缘方向","理学基础"
"厦门大学","厦门大学09","37","化学工程与工艺(厦门大学马来西亚分校招生专业)(学费为3万林吉特/年(以马币形式收取))(该校要求报考以下专业外语成绩不低于120分,以下为厦门大学马来西亚分校招生专业,就读地点为马来西亚雪兰莪州雪邦沙叻丁宜,培养方式依照马来西亚规定,入学第一年期间达到所录取专业要求的雅思或托福或MUET等成绩后开始学位课程学习,学习期满并达到有关培养要求,可颁发相应的毕业证书,以下专业除中医学为中英文双语教学,其余专业为全英文授课,具体情况详询院校)","化工与制药类","3","三梯队行业方向","理学基础"
"厦门大学","厦门大学09","38","海洋技术(厦门大学马来西亚分校招生专业)(学费为3.1万林吉特/年(以马币形式收取))(该校要求报考以下专业外语成绩不低于120分,以下为厦门大学马来西亚分校招生专业,就读地点为马来西亚雪兰莪州雪邦沙叻丁宜,培养方式依照马来西亚规定,入学第一年期间达到所录取专业要求的雅思或托福或MUET等成绩后开始学位课程学习,学习期满并达到有关培养要求,可颁发相应的毕业证书,以下专业除中医学为中英文双语教学,其余专业为全英文授课,具体情况详询院校)","海洋科学类","4","低热度远缘方向","理学基础"
"厦门大学","厦门大学09","39","新能源科学与工程(厦门大学马来西亚分校招生专业)(学费为3.1万林吉特/年(以马币形式收取))(该校要求报考以下专业外语成绩不低于120分,以下为厦门大学马来西亚分校招生专业,就读地点为马来西亚雪兰莪州雪邦沙叻丁宜,培养方式依照马来西亚规定,入学第一年期间达到所录取专业要求的雅思或托福或MUET等成绩后开始学位课程学习,学习期满并达到有关培养要求,可颁发相应的毕业证书,以下专业除中医学为中英文双语教学,其余专业为全英文授课,具体情况详询院校)","能源动力类","3","三梯队行业方向","能动"
