key,M列专业板块,C列简化专业组名,风险等级,亲缘判断,院校专业组代码,完整专业类覆盖
物理|本科批|南京航空航天大学|南京航空航天大学10,机械能源,工业工程组,低,同族,110310,工业工程类
物理|本科批|南京航空航天大学|南京航空航天大学11,交通航空、理学基础,理学+交通混合组,低,跨界混合,110311,航空航天类、物理学类
历史|本科批|南京理工大学|南京理工大学01,文法教育、经管商贸,文法教育组（夹公管）,中,相近混合,110401,法学类、公共管理类、社会学类、外国语言文学类
物理|提前本科批|南京理工大学|南京理工大学02,军警安全、化材药、机械能源、生环食品、理学基础,大理工组（含环境/生物工程）,高,大杂烩,110402,兵器类、化工与制药类、化学类、机械类、材料类、环境科学与工程类、生物工程类、统计学类
物理|本科批|南京理工大学|南京理工大学03,军警安全、带电工科、交通航空,带电+军警+交通组,中,跨界混合,110403,兵器类、计算机类、电子信息类、自动化类、航空航天类
物理|本科批|南京理工大学|南京理工大学04,化材药、军警安全、经管商贸、机械能源、理学基础、地矿安全、交通航空、带电工科,大理工组（夹材料/安全工程）,高,大杂烩,110404,材料类、兵器类、管理科学与工程类、能源动力类、物理学类、力学类、核工程类、机械类、数学类、安全科学与工程类、航空航天类、计算机类、自动化类、电子信息类
物理|本科批|南京理工大学|南京理工大学05,机械能源、化材药,机械能源组（含材料）,低,跨界混合,110405,机械类、材料类
物理|本科批|南京理工大学|南京理工大学06,机械能源,机械组,低,同族,110406,机械类
历史|本科批|河海大学|河海大学01,经管商贸、文法教育,文法教育组（夹工商管理/公管）,中,相近混合,110501,工商管理类、社会学类、公共管理类、法学类、外国语言文学类
历史|本科批|河海大学|河海大学02,经管商贸,经济组,低,同族,110502,经济学类
历史|本科批|河海大学|河海大学03,文法教育,马理论组,低,同族,110503,马克思主义理论类
物理|提前本科批|河海大学|河海大学04,土建测绘、地矿安全、交通航空、生环食品、机械能源、带电工科、理学基础、农林动物、化材药,大理工组（夹水利/安全工程/土木/环境等）,高,大杂烩,110504,水利类、安全科学与工程类、海洋工程类、土木类、交通运输类、环境科学与工程类、能源动力类、计算机类、物理学类、测绘类、地质类、农业工程类、海洋科学类、地理科学类、数学类、机械类、自动化类、材料类
物理|本科批|河海大学|河海大学05,土建测绘、带电工科,带电工科组（夹水利）,高,冷热混放,110505,水利类、电子信息类
物理|本科批|河海大学|河海大学06,土建测绘、交通航空、机械能源、带电工科、地矿安全、农林动物、理学基础、生环食品,大理工组（夹水利/地质工程/农业工程/土木等）,高,大杂烩,110506,水利类、交通运输类、能源动力类、电气类、计算机类、地质类、农业工程类、海洋科学类、地理科学类、数学类、力学类、土木类、环境科学与工程类
物理|本科批|河海大学|河海大学07,机械能源、带电工科、化材药,带电工科组（夹材料）,中,跨界混合,110507,机械类、计算机类、自动化类、材料类
物理|本科批|河海大学|河海大学08,机械能源、带电工科、化材药,带电工科组（夹材料）,中,跨界混合,110508,机械类、自动化类、电子信息类、计算机类、能源动力类、材料类
物理|本科批|河海大学|河海大学09,机械能源、土建测绘,机械能源组（含土木）,中,相近混合,110509,机械类、土木类
物理|本科批|河海大学|河海大学10,经管商贸,管理组,低,同族,110510,管理科学与工程类、工商管理类
历史|本科批|南京信息工程大学|南京信息工程大学01,文法教育,马理论组,低,同族,110601,马克思主义理论类
历史|本科批|南京信息工程大学|南京信息工程大学02,文法教育、经管商贸,经管+文法组,低,相近混合,110602,法学类、公共管理类
历史|本科批|南京信息工程大学|南京信息工程大学03,经管商贸,经管商贸组,低,同族,110603,物流管理与工程类、工商管理类
历史|本科批|南京信息工程大学|南京信息工程大学04,文法教育,文新外语组,低,同族,110604,中国语言文学类、外国语言文学类
历史|本科批|南京信息工程大学|南京信息工程大学05,文法教育,中文组,低,同族,110605,中国语言文学类
历史|本科批|南京信息工程大学|南京信息工程大学06,经管商贸,经贸组,低,同族,110606,经济与贸易类
物理|提前本科批|南京信息工程大学|南京信息工程大学07,经管商贸,物流组,低,同族,110607,物流管理与工程类
物理|提前本科批|南京信息工程大学|南京信息工程大学08,带电工科,计算机电子组,低,同族,110608,电子信息类、计算机类
物理|提前本科批|南京信息工程大学|南京信息工程大学09,生环食品、农林动物,生环食品组（含植物生产）,低,相近混合,110609,生物科学类、植物生产类
物理|提前本科批|南京信息工程大学|南京信息工程大学10,地矿安全,地球物理组,中,同族,110610,地球物理学类
物理|提前本科批|南京信息工程大学|南京信息工程大学11,理学基础,地理科学组,低,同族,110611,地理科学类
物理|提前本科批|南京信息工程大学|南京信息工程大学12,土建测绘,测绘组,中,同族,110612,测绘类
物理|提前本科批|南京信息工程大学|南京信息工程大学13,土建测绘,水利组,中,同族,110613,水利类
物理|提前本科批|南京信息工程大学|南京信息工程大学14,理学基础,海洋科学组,低,同族,110614,海洋科学类
物理|提前本科批|南京信息工程大学|南京信息工程大学15,生环食品,环境组,中,同族,110615,环境科学与工程类
物理|提前本科批|南京信息工程大学|南京信息工程大学16,经管商贸,管工组,低,同族,110616,管理科学与工程类
物理|本科批|南京信息工程大学|南京信息工程大学17,理学基础,大气科学组,低,同族,110617,大气科学类
物理|本科批|南京信息工程大学|南京信息工程大学18,带电工科,电子信息组,低,同族,110618,电子信息类
物理|本科批|南京信息工程大学|南京信息工程大学19,理学基础,大气科学组,低,同族,110619,大气科学类
物理|本科批|南京信息工程大学|南京信息工程大学20,理学基础,地理科学组,低,同族,110620,地理科学类
物理|本科批|南京信息工程大学|南京信息工程大学21,土建测绘,测绘组,中,同族,110621,测绘类
物理|本科批|南京信息工程大学|南京信息工程大学22,理学基础,海洋科学组,低,同族,110622,海洋科学类
物理|本科批|南京信息工程大学|南京信息工程大学23,生环食品,环境组,中,同族,110623,环境科学与工程类
物理|本科批|南京信息工程大学|南京信息工程大学24,带电工科、机械能源、试验班,带电+机械组,低,相近混合,110624,电气类、仪器类、自动化类、交叉学科类
物理|本科批|南京信息工程大学|南京信息工程大学25,带电工科,计算机电子组,低,同族,110625,电子信息类、计算机类
物理|本科批|南京信息工程大学|南京信息工程大学26,带电工科,电子信息组,低,同族,110626,电子信息类
物理|本科批|南京信息工程大学|南京信息工程大学27,带电工科,电子信息组,低,同族,110627,电子信息类
物理|本科批|南京信息工程大学|南京信息工程大学28,带电工科,计算机组,低,同族,110628,计算机类
物理|本科批|南京信息工程大学|南京信息工程大学29,带电工科,计算机组,低,同族,110629,计算机类
物理|本科批|南京信息工程大学|南京信息工程大学30,理学基础,数理基础组,低,同族,110630,数学类、统计学类
物理|本科批|南京信息工程大学|南京信息工程大学31,带电工科、理学基础,带电+理学组,低,相近混合,110631,电子信息类、物理学类
物理|本科批|南京信息工程大学|南京信息工程大学32,化材药,材料组,低,同族,110632,材料类
物理|本科批|南京信息工程大学|南京信息工程大学33,经管商贸,管工组,低,同族,110633,管理科学与工程类
物理|本科批|南京信息工程大学|南京信息工程大学34,理学基础、化材药,理学基础组（含化学）,低,相近混合,110634,数学类、物理学类、化学类
物理|本科批|南京信息工程大学|南京信息工程大学35,经管商贸,经管商贸组,低,同族,110635,金融学类、管理科学与工程类、经济学类
物理|本科批|南京信息工程大学|南京信息工程大学36,经管商贸,经管商贸组,低,同族,110636,物流管理与工程类、工商管理类
物理|本科批|南京信息工程大学|南京信息工程大学37,理学基础、带电工科,理学+带电组,低,相近混合,110637,大气科学类、地理科学类、计算机类、数学类
物理|本科批|南京信息工程大学|南京信息工程大学38,化材药,化学组,低,同族,110638,化学类
物理|本科批|南京信息工程大学|南京信息工程大学39,生环食品,环境组,中,同族,110639,环境科学与工程类
物理|本科批|南京信息工程大学|南京信息工程大学40,带电工科,带电工科组,低,同族,110640,计算机类、电子信息类、电气类
历史|提前本科批|南京农业大学|南京农业大学01,土建测绘、经管商贸、文法教育,文法教育组（含建筑/工商管理）,中,跨界混合,110701,建筑类、工商管理类、外国语言文学类、历史学类
历史|本科批|南京农业大学|南京农业大学02,土建测绘、经管商贸、文法教育,工管/文混合组（夹建筑）,高,大杂烩,110702,建筑类、经济与贸易类、农业经济管理类、工商管理类、公共管理类、外国语言文学类、社会学类、历史学类、金融学类
历史|本科批|南京农业大学|南京农业大学03,理学基础,地理科学组,低,同族,110703,地理科学类
物理|提前本科批|南京农业大学|南京农业大学04,农林动物,植物生产组,低,同族,110704,植物生产类
物理|提前本科批|南京农业大学|南京农业大学05,经管商贸、机械能源,经管+机械混合组,低,跨界混合,110705,物流管理与工程类、管理科学与工程类、工业工程类
