school,subject,batch,group,groupCode,code,major,majorClass,discipline,strictCategory,strictTone,sourceTone,plan26,score25,rank25
南京师范大学,物理,本科批,南京师范大学28,110828,99,"食品科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)",食品科学与工程类,工学,远缘低接受度方向,red,orange,29,605,29639
中国药科大学,物理,本科批,中国药科大学03,110903,09,"药学类(药学、药物制剂、药物分析、药物化学)(报考该专业有色觉要求,具体请查阅院校招生章程)",药学类,医学,理学/基础类,orange,green,136,621,17707
中国药科大学,物理,本科批,中国药科大学03,110903,11,"中药学类(中药学、中药资源与开发、中药制药)(报考该专业有色觉要求,具体请查阅院校招生章程)",中药学类,医学,远缘低接受度方向,red,green,14,621,17707
中国药科大学,物理,本科批,中国药科大学03,110903,14,"化工与制药类(制药工程、食品营养与健康、环境科学)(报考该专业有色觉要求,具体请查阅院校招生章程)",化工与制药类,工学,远缘低接受度方向,red,green,5,621,17707
南京工业大学,物理,提前本科批,南京工业大学04,111004,22,测绘工程(地方专项计划),测绘类,工学,远缘低接受度方向,red,yellow,2,,
南京工业大学,物理,提前本科批,南京工业大学04,111004,24,能源与动力工程(地方专项计划),能源动力类,工学,能源动力类,orange,green,4,590,43571
南京工业大学,物理,提前本科批,南京工业大学04,111004,25,化学工程与工艺(地方专项计划),化工与制药类,工学,理学/基础类,orange,green,4,590,43571
南京工业大学,物理,提前本科批,南京工业大学04,111004,27,安全工程(地方专项计划),安全科学与工程类,工学,远缘低接受度方向,red,green,3,,
南京工业大学,物理,提前本科批,南京工业大学04,111004,28,化学(地方专项计划),化学类,理学,理学/基础类,orange,green,2,,
南京工业大学,物理,提前本科批,南京工业大学04,111004,29,生物工程(地方专项计划),生物工程类,工学,远缘低接受度方向,red,green,2,592,41600
南京工业大学,物理,提前本科批,南京工业大学04,111004,30,制药工程(地方专项计划),化工与制药类,工学,远缘低接受度方向,red,green,4,,
南京工业大学,物理,提前本科批,南京工业大学04,111004,33,地理空间信息工程(地方专项计划),测绘类,工学,远缘低接受度方向,red,yellow,2,,
南京工业大学,物理,本科批,南京工业大学06,111006,45,化学工程与工艺(拔尖创新人才班),化工与制药类,工学,理学/基础类,orange,green,32,603,31363
南京工业大学,物理,本科批,南京工业大学06,111006,48,材料科学与工程(拔尖创新人才班),材料类,工学,材料类,orange,green,32,601,33070
南京工业大学,物理,本科批,南京工业大学06,111006,49,化学(拔尖创新人才班),化学类,理学,理学/基础类,orange,green,32,599,34889
南京工业大学,物理,本科批,南京工业大学06,111006,50,生物工程(拔尖创新人才班),生物工程类,工学,远缘低接受度方向,red,green,32,599,34889
南京工业大学,物理,本科批,南京工业大学07,111007,55,测绘工程,测绘类,工学,远缘低接受度方向,red,orange,12,589,44619
南京工业大学,物理,本科批,南京工业大学07,111007,58,遥感科学与技术,测绘类,工学,远缘低接受度方向,red,orange,43,589,44619
南京工业大学,物理,本科批,南京工业大学08,111008,63,数学与应用数学,数学类,理学,理学/基础类,orange,green,32,586,47687
南京工业大学,物理,本科批,南京工业大学08,111008,65,地理空间信息工程,测绘类,工学,远缘低接受度方向,red,orange,22,585,48741
南京工业大学,物理,本科批,南京工业大学10,111010,74,材料科学与工程(与中国科学院上海硅酸盐研究所联合培养),材料类,工学,材料类,orange,green,45,590,43571
南京工业大学,物理,本科批,南京工业大学10,111010,75,材料科学与工程,材料类,工学,材料类,orange,green,60,585,48741
南京工业大学,物理,本科批,南京工业大学10,111010,77,高分子材料与工程,材料类,工学,材料类,orange,green,38,583,50892
南京工业大学,物理,本科批,南京工业大学10,111010,78,金属材料工程,材料类,工学,材料类,orange,green,30,579,55262
南京工业大学,物理,本科批,南京工业大学10,111010,81,应用物理学,物理学类,理学,理学/基础类,orange,green,16,581,52997
南京工业大学,物理,本科批,南京工业大学13,111013,A3,工程力学,力学类,工学,理学/基础类,orange,yellow,26,569,67134
南京工业大学,物理,本科批,南京工业大学15,111015,A7,"化学工程与工艺(以下专业与英国斯旺西大学合作办学,四年均在南京工业大学学习)(中外合作办学)",化工与制药类,工学,理学/基础类,orange,green,81,558,81014
南京工业大学,物理,本科批,南京工业大学15,111015,A8,"材料科学与工程(以下专业与英国斯旺西大学合作办学,四年均在南京工业大学学习)(中外合作办学)",材料类,工学,材料类,orange,green,81,555,84863
南京工业大学,物理,本科批,南京工业大学16,111016,B1,"制药工程(以下专业第四学年赴爱尔兰都柏林理工大学学习,赴外学习期间学费按爱方标准收取)(中外合作办学)",化工与制药类,工学,远缘低接受度方向,red,yellow,71,543,101162
南京邮电大学,物理,提前本科批,南京邮电大学04,111104,19,高分子材料与工程(以下专业在仙林校区学习)(地方专项计划),材料类,工学,材料类,orange,yellow,6,603,31363
南京邮电大学,物理,提前本科批,南京邮电大学04,111104,20,分子科学与工程(以下专业在仙林校区学习)(地方专项计划),化学类,理学,理学/基础类,orange,yellow,7,602,32191
南京邮电大学,物理,提前本科批,南京邮电大学04,111104,21,地理信息科学(以下专业在仙林校区学习)(地方专项计划),地理科学类,理学,理学/基础类,orange,yellow,2,607,27966
南京邮电大学,物理,提前本科批,南京邮电大学04,111104,22,量子信息科学(以下专业在仙林校区学习)(地方专项计划),物理学类,理学,理学/基础类,orange,green,3,,
南京邮电大学,物理,提前本科批,南京邮电大学04,111104,23,应用统计学(以下专业在仙林校区学习)(地方专项计划),统计学类,理学,理学/基础类,orange,green,4,602,32191
南京邮电大学,物理,本科批,南京邮电大学08,111108,48,信息与计算科学(省拔尖学生培养基地)(以下专业在仙林校区学习),数学类,理学,理学/基础类,orange,green,30,611,24770
南京中医药大学,物理,本科批,南京中医药大学17,111317,63,"中药制药(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)(南京校区)",中药学类,医学,远缘低接受度方向,red,green,37,569,67134
南京工程学院,物理,本科批,南京工程学院03,111403,23,储能科学与工程,能源动力类,工学,能源动力类,orange,green,23,605,29639
南京工程学院,物理,本科批,南京工程学院03,111403,34,量子信息科学,物理学类,理学,理学/基础类,orange,green,22,,
南京工程学院,物理,本科批,南京工程学院05,111405,49,材料类(材料科学与工程、金属材料工程、高分子材料与工程、复合材料与工程、新能源材料与器件),材料类,工学,材料类,orange,green,285,549,92972
南京工程学院,物理,本科批,南京工程学院05,111405,50,材料成型及控制工程,机械类,工学,材料类,orange,green,55,553,87529
南京工程学院,物理,本科批,南京工程学院05,111405,57,智能建造,土木类,工学,远缘低接受度方向,red,yellow,43,550,91584
南京工程学院,物理,本科批,南京工程学院05,111405,58,数学与应用数学,数学类,理学,理学/基础类,orange,green,35,550,91584
南京工程学院,物理,本科批,南京工程学院07,111407,61,"土木工程(以下专业与芬兰奥卢大学合作办学,四年均在南京工程学院学习)(中外合作办学)",土木类,工学,远缘低接受度方向,red,green,60,489,175733
南京工程学院,物理,本科批,南京工程学院07,111407,62,"环境工程(以下专业与芬兰奥卢大学合作办学,四年均在南京工程学院学习)(中外合作办学)",环境科学与工程类,工学,远缘低接受度方向,red,green,58,493,170583
南京林业大学,物理,提前本科批,南京林业大学03,111503,17,"林产化工(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业第一、二学年在南京溧水区白马校区学习,第三学年起在南京玄武区新庄校区学习)(南京校区)(地方专项计划)",林业工程类,工学,远缘低接受度方向,red,gray,8,577,57592
南京林业大学,物理,提前本科批,南京林业大学03,111503,20,"材料科学与工程(以下专业第一、二学年在南京溧水区白马校区学习,第三学年起在南京玄武区新庄校区学习)(南京校区)(地方专项计划)",材料类,工学,材料类,orange,gray,8,597,36725
南京林业大学,物理,提前本科批,南京林业大学03,111503,21,"智能建造(以下专业第一、二学年在南京溧水区白马校区学习,第三学年起在南京玄武区新庄校区学习)(南京校区)(地方专项计划)",土木类,工学,远缘低接受度方向,red,gray,8,,
南京林业大学,物理,提前本科批,南京林业大学03,111503,22,"给排水科学与工程(以下专业第一、二学年在南京溧水区白马校区学习,第三学年起在南京玄武区新庄校区学习)(南京校区)(地方专项计划)",土木类,工学,远缘低接受度方向,red,gray,8,,
南京林业大学,物理,提前本科批,南京林业大学03,111503,23,"土木工程(与中铁桥隧技术有限公司联合培养)(以下专业第一、二学年在南京溧水区白马校区学习,第三学年起在南京玄武区新庄校区学习)(南京校区)(地方专项计划)",土木类,工学,远缘低接受度方向,red,gray,8,572,63455
