院校,科类,批次,专业组,专业代码,专业名称,专业类,26计划,25分,25位次,风险类型
"景德镇陶瓷大学","历史","本科批","景德镇陶瓷大学01","08","文化遗产(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程。以下专业除注明外在新厂校区学习)","历史学类","1","555","20941","刺客专业"
"景德镇陶瓷大学","历史","本科批","景德镇陶瓷大学01","09","文物与博物馆学(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程。以下专业除注明外在新厂校区学习)","历史学类","1","558","19647","刺客专业"
"景德镇陶瓷大学","物理","本科批","景德镇陶瓷大学04","29","文物保护技术(新厂校区)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程。以下专业除注明外在湘湖校区学习)","历史学类","1","554","86193","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","01","资源勘查工程(以下专业在南昌校区学习)","地质类","3","557","82293","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","02","旅游地学与规划工程(以下专业在南昌校区学习)","地质类","3","540","105342","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","03","地球化学(省拔尖学生培养基地)(以下专业在南昌校区学习)","地质学类","3","540","105342","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","04","地球信息科学与技术(以下专业在南昌校区学习)","地质学类","2","542","102527","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","05","勘查技术与工程(以下专业在南昌校区学习)","地质类","3","543","101162","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","06","地球物理学(省拔尖学生培养基地)(以下专业在南昌校区学习)","地球物理学类","3","556","83618","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","07","防灾减灾科学与工程(以下专业在南昌校区学习)","地球物理学类","2","539","106681","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","09","智能地球探测(以下专业在南昌校区学习)","地质类","2","539","106681","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","10","水文与水资源工程(以下专业在南昌校区学习)","水利类","3","542","102527","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","12","测绘工程(以下专业在南昌校区学习)","测绘类","3","545","98332","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","13","遥感科学与技术(以下专业在南昌校区学习)","测绘类","3","553","87529","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","14","地理空间信息工程(以下专业在南昌校区学习)","测绘类","2","546","96974","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","15","应用化学(以下专业在南昌校区学习)","化学类","3","538","108074","刺客专业"
"东华理工大学","物理","本科批","东华理工大学01","20","辐射防护与核安全(以下专业在南昌校区学习)","核工程类","3","569","67134","刺客专业"
"萍乡学院","物理","本科批","萍乡学院02","06","应用化学(报考该专业有色觉要求,具体请查阅院校招生章程)","化学类","2","503","157260","刺客专业"
"宜春学院","物理","本科批","宜春学院04","16","英语(只招英语考生)(师范)(校本部)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程。以下专业除注明外在西校区学习)","外国语言文学类","2","","","刺客专业"
"宜春学院","物理","本科批","宜春学院07","22","化学(师范)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程。以下专业在校本部学习)","化学类","2","","","刺客专业"
"宜春学院","物理","本科批","宜春学院07","23","应用化学(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程。以下专业在校本部学习)","化学类","2","503","157260","刺客专业"
"九江学院","历史","本科批","九江学院01","03","商务英语(只招英语考生)","外国语言文学类","3","529","33084","刺客专业"
"九江学院","历史","本科批","九江学院01","04","城乡规划","建筑类","3","529","33084","刺客专业"
"上饶师范学院","物理","本科批","上饶师范学院04","16","化学(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程。以下专业除注明外在主校区学习)","化学类","2","502","158580","刺客专业"
"上饶师范学院","物理","本科批","上饶师范学院04","19","智慧农业(第一、二学年在主校区学习,第三、四学年在弋阳校区学习)(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程。以下专业除注明外在主校区学习)","植物生产类","2","503","157260","刺客专业"
"赣东学院","物理","本科批","赣东学院03","06","测绘工程(报考该专业须查阅院校招生章程)","测绘类","1","504","155896","刺客专业"
"赣南科技学院","物理","本科批","赣南科技学院03","13","采矿工程(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","矿业类","2","","","刺客专业"
"赣南科技学院","物理","本科批","赣南科技学院03","14","矿物加工工程(报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)","矿业类","2","504","155896","刺客专业"
"山东大学","历史","本科批","山东大学04","05","公共管理类(行政管理)(青岛校区)(含公共管理+信息双学士学位)","公共管理类","2","","","刺客专业"
"山东大学","物理","本科批","山东大学10","37","化学类(化学)(含邓从豪基地班、化学拔尖2.0班(泰山学堂))(报考该专业有色觉要求,具体请查阅院校招生章程)","化学类","6","640","7530","刺客专业"
"济南大学","物理","本科批","济南大学03","18","化学(师范)","化学类","2","","","刺客专业"
"济南大学","物理","本科批","济南大学03","19","应用化学","化学类","4","","","刺客专业"
"山东中医药大学","物理","本科批","山东中医药大学01","08","生物医学工程(国际医学中心校区)(以下专业除注明外在长清校区学习,报考该专业组有色觉要求,具体请查阅院校招生章程)","生物医学工程类","1","567","69541","刺客专业"
"山东中医药大学","物理","本科批","山东中医药大学01","10","食品卫生与营养学(以下专业除注明外在长清校区学习,报考该专业组有色觉要求,具体请查阅院校招生章程)","公共卫生与预防医学类","1","545","98332","刺客专业"
"山东财经大学","历史","本科批","山东财经大学01","09","公共管理类(行政管理、劳动与社会保障、城市管理)(以下专业在章丘校区学习)","公共管理类","4","576","12629","刺客专业"
"山东财经大学","历史","本科批","山东财经大学01","10","外国语言文学类(英语、法语、日语、商务英语)(以下专业在章丘校区学习)","外国语言文学类","4","577","12245","刺客专业"
"山东建筑大学","物理","本科批","山东建筑大学04","14","智慧交通","交通运输类","2","546","96974","刺客专业"
"山东建筑大学","物理","本科批","山东建筑大学04","15","测绘工程","测绘类","2","546","96974","刺客专业"
"齐鲁工业大学","物理","本科批","齐鲁工业大学02","04","轻工类(印刷工程(智能融媒体传播)、包装工程(绿色智能))(以下专业除注明外在长清校区学习)","轻工类","5","542","102527","刺客专业"
"齐鲁工业大学","物理","本科批","齐鲁工业大学02","06","食品科学与工程类(食品科学与工程、食品质量与安全、食品营养与健康)(以下专业除注明外在长清校区学习)","食品科学与工程类","10","540","105342","刺客专业"
"齐鲁工业大学","物理","本科批","齐鲁工业大学02","13","海洋技术(以下专业除注明外在长清校区学习)","海洋科学类","5","539","106681","刺客专业"
"山东理工大学","物理","本科批","山东理工大学02","02","化学","化学类","3","552","88856","刺客专业"
"山东理工大学","物理","本科批","山东理工大学02","14","纺织工程(纺织化学与染整)","纺织类","1","","","刺客专业"
"山东理工大学","物理","本科批","山东理工大学02","15","纺织工程(智能制造与智能穿戴)","纺织类","1","","","刺客专业"
"枣庄学院","物理","本科批","枣庄学院02","04","生物信息学(以下专业在市中校区学习)","生物科学类","5","505","154520","刺客专业"
